law_nm,subject,relation,relation_category,object,article_number,confidence,concepts,created_at,pipeline_version,generator_model,evaluator_model,eval_score,retry_count
금융실명법,관계 행정기관의 장,준수함,ACTION,제5조의2제1항 또는 제5조의2제2항에 따른 요구,제5조의2④,1,정당한 사유가 없으면|요구에 따라야 함,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,제5조의2제1항 또는 제5조의2제2항에 따른 요구,근거함,STRUCTURE,제5조의2(행정처분),제5조의2④,0.9,,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,"제3조제3항 또는 제4항, 제4조제1항 또는 제3항부터 제5항까지의 규정을 위반한 자",처벌대상임,SANCTION,5년 이하의 징역 또는 5천만원 이하의 벌금,제6조①,1,금융실명거래 및 비밀보장에 관한 법률 위반,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,제6조 제1항의 징역형과 벌금형,허용함,ACTION,징역형과 벌금형의 병과,제6조 ②,1,병과할 수 있음,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,1,1
금융실명법,"법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원",위반함,SANCTION,제6조 또는 제7조,제8조,1,업무에 관하여 위반행위를 함,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,1
금융실명법,"법인의 대표자나 법인 또는 개인의 대리인, 사용인, 그 밖의 종업원",처벌대상임,SANCTION,행위자,제8조,1,제6조 또는 제7조 위반 시 벌함,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,1
금융실명법,법인 또는 개인,처벌대상임,SANCTION,해당 조문의 벌금 또는 과태료,제8조,1,행위자의 위반행위가 법인 또는 개인의 업무에 관한 경우,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,1
금융실명법,상당한 주의와 감독을 게을리하지 아니한 경우,예외로함,LOGICAL,법인 또는 개인에 대한 벌금 또는 과태료 부과,제8조,1,위반행위를 방지하기 위하여 해당 업무에 관하여 상당한 주의와 감독을 다한 경우,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,1
금융실명법,금융실명거래 및 비밀보장에 관한 법률,우선함,LOGICAL,다른 법률,제9조 ①,1,법률 간 내용이 일치하지 아니하는 경우,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,0
금융실명법,금융실명거래및비밀보장에관한긴급재정경제명령 시행 당시 같은 긴급재정경제명령보다 우선하여 적용하였던 법률,우선함,LOGICAL,금융실명거래 및 비밀보장에 관한 법률,제9조 ②,1,제1항에도 불구하고|긴급재정경제명령 시행 당시 기준,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.9,3
금융실명법,금융위원회,위임함,STRUCTURE,금융감독원장,제10조,1,금융실명거래 및 비밀보장에 관한 법률에 따른 권한의 일부|대통령령으로 정하는 바에 따라,2026-07-04,2,google/gemma-4-26b-a4b-it,deepseek/deepseek-v4-flash,0.8,3
